abak,morning,
lupisak,lizard,
lupisak,house lizard,
luyuk,slack,
luyus,betel nut,
"maaayama, makapanguiguil",you are cute,
mabaknal,choke,
mabalungus,big mouth,
mabangnas,rotten,
"mabawas, dumitak",diminish,
mabayat,severe,
mabayat,heavy,
mabibie,live,
mabie,being,
mabie,living,
mabie,alive,
"mabilis, masalusu, matalustus",fast,
mablas,retailiate,
mablas,reciprocate,
mabsi,full,
mabuhi,live,
mabungsul,swoon,
mabungsul,faint,
maduluk,smolder,
"magaling, biasa",skilled,
magarimuan,save,
magatal,itchy,
magatal,magatal,
magbitaung,howl,
"magdeklara, (vt) deklara",declare,
magdimitir,resign,
magkera,lie down,
"magkukulam, buruha",witch,
magkulta,coagulate,
magkurat- curatan,whine,
maglabul,gabble,
maglalawe,gaze,
maglaram,tell a lie,
maglawe-lawe,browse,
"maglintugan, miglintugan",blister,
maglubas,strip,
"magmaliksi, mamaligua",hurry,
"magmenus, magarímuan",economize,
"magmenus, magarimuan",economize,
magmuri,pick,
magpaguera,recline,
magpakaluat,linger,
magpakarakal,multiply,
magpalia,fail,
"magpaliwag, magpaluat",tarry,
magpalpatok,crackle,
magpayaglit,doze,
magpayaglit,nap,
magpayaglit,snooze,
magpayasuk,smoker,
magpenitencia,flagellant,
magraduadu,graduate,
magrenta,tenant,
"magsilbi, maliari",competent,
"magsilbi, maliari",may,
magtaburak,glut,
magtagumpe,succeed,
magtestigus,witness,
magtestigus,testify,
magtiaga,persevere,
"magtinda, mamisali",sell,
magtumbairu,tumble,
magundap-undap,glimmer,
maigpit,strict,
maigpitan,strictly,
"maina.. lub, talakalunus",softhearted,
maindredus,snoopy,
maindredus,nosy,
majic,magic,
makabague,appropriate,
"makabakle, makakera",horizontal,
makabaluktuk,bent,
makadisgustu,offensive,
makakalale,carefull,
makalbug,sunken,
makaliim,secret,
"makalto, mayayakit",visible,
makalual,exterior,
makalub,inside,
makamatua,elder,
makapangaklingan,earsplitting,
"makapngyarian, mayupaya",almighty,
makasadia,set,
"makasadia, makayadia",ready,
"makasakinda, makatalindata",supine,
"makasibangut, makasibaktung",pouting,
"makataid, makakonekta",connection,
makatalakad,upright,
makatikdo,erect,
makatuknang,resident,
makatuknang,occupant,
"makatula, makapakaíli",humorous,
makatumbo,bulding,
"makatumbo, makabuklo",protruding,
makayaliwa,special,
makayama,enjoyable,
makibat,responsible,
"makibat, magresayt",recite,
makibungil,argue,
makipagkompetencia,compete,
"makiput, maskup",tight,
makiterakan,to attend,
maklak,deaf,
makmul,gulp,
"makpak, malakpak",clap,
"makting, baktingan, bakting",tinkle,
makualta,rich,
makuenta,fussy,
makusuelu,proud,
makyasawa,to get married,
mal,precious,
malakak,snore,
"malandi, puta, malgarit",wanton,
malapsu,expire,
malda,crowd,
malda,masses,
malda,multitude,
maleldo,easter,
maliap,wild,
malibi,lewd,
malibi,lustful,
malicia,desire,
malilut,ripe,
malinatnat,smooth,
malingapngap,ticklish,
malipup,sweltering,
malisangan,warm,
"malpa, kulembut",weakling,
malulam,cloudy,
malulut,ripe,
malutub,fledgling,
maluwalas,broad,
mamakbung,erupt,
mamawus,i'll wait,
mamayutputan,proliferate,
mamialung,play,
mamiblas,mamiblas,
mamisali,seller,
mamleising,shuffle,
"mamugmug, masagua",crumby,
mamukipak,dirty,
mamulai,run,
mamyalung,play,
mamyasamas,properly,
"manabu, mibagsak",flunk,
managuanta,refrain from,
manalbe,watch,
manampil,fix the dishes (after eating),
manapelar,appeal,
manasik,sow,
manbibilay,manbibilae,
mandalum,plaintiff,
mandatun,settle,
mandatun,stay,
manensayu,rehearse,
maneynaya,wait,
mangabiayan,subsist,
mangalinguan,forget,
mangalisik,brisk,
mangalugui,lose,
"mangansilyu, gansiluan",crochet,
mangaslak,dilated,
mangaugse,spill,
mangisnawa,breathe,
mangisnawa.. saldak,snort,
manguribdib,shudder,
"maniali, tagapaniali",buyer,
maniamientu,mason,
maniampaga,bloom,
maniampaga,abloom,
manigaral,study,
"maniud, manyud",drift,
mantekilla,butter,
mantillo,hammer,
manuknangan,settler,
manunkulan,officer,
manurud,barber,
manyaman,delicious,
manyampukaki,over flow of love,
manyampukaki,overflowing,
manyuka,vomit,
manyulul,pakakalulu,
"mapagal, matikal",weary,
mapagbiasa-biasa,smart aleck,
mapagpakensia,tolerant,
mapaliari,possibly,
"mapamirait, baritakan",cheater,
mapamye,generous,
"mapaniwala, abibilug buntuk",gullible,
mapanyaup,sexy,
maparas,hot,
maparas,peppery,
mapekat,sticky,
mapenandit,soon,
mapibabata,patient,
maplas,aching,
mappia,warrior,
mapun,dinner,
maquilukub,cohabit with,
marakal,many,
maralikat,profusely,
"maranum, malanio",watery,
maranun,early,
"marapat, maliari",occur,
"marcha, magmarcha",march,
marilya,jealous,
marimla,cold,
maritak,few,
masabal,concern,
"masagua, pulkiria",messy,
"masala, mayasinta",vivid,
masalese,well,
masalpak,whats,
masasal,eager,
maslam,sour,
"maspak, aspakan",crackle,
masuerti,successful,
masuerti,fortunate,
"masulud, makalagwerta",secluded,
masunguit,mean,
matalimik,silent,
mataluras,slippery,
matalusad,slippery,
mataram,sharp,
mataram,acute,
matatangap,valid,
matbud,fragile,
matbud,delicate,
mathematica,mathematics,
matiab,capsize,
"matibe, magluat",durable,
matiguit,taut,
matilus,pointed,
matilus,sharp,
"matipid, marimut",thrifty,
matni buntuk,clever,
matras,retreat,
matrimonio,matrimony,
"matsura, manoug",ika ita,
matua,old,
matua,parent,
matud,sleep,
matudtud,"sleep, snooze",
matulid,straight,
matundu,sleepy,
matut,to fart,
mayagyu,strong,
mayasinta,clear,
"mayasinta, mayalto",evident,
mayaspak,split,
maympis,thin,
mayupaya,omnipotent,
mebantikul,sprained,
mebating,lost,
mebigu,jilted,
mebuysit,unset,
medesgracia,disgraced,
medio (somewhat),rather,
mekua,attracted,
mekurilyo,short,
melaparis,hit by a vehicle,
melula,trance,
memalintusan,memalintusan,
memayutputan,prolific,
memoria,memory,
memulang,maniac,
memusitara,memusitara,
menakit,seen,
mengalumpis,wrinkled,
mengapapauna,precedent,
menibat,from,
meniglo,eager,
meninap,dreamt,
menuling,black and blue,
menuling,bruise,
menuling,livid,
menyambut,nanalo siya,
mepaltuk,sprained,
merakap,captive,
merapat,incident,
"mesambut, meraig, mesaul",defeated,
mesayang,lost,
"mesayang, mewalang, kuenta",wasted,
mesindak,afraid,
metong,one,
meulad,insane,
meyayat,thin,
mi,urine,
mi,we,
miagape,abreast,
miagnan,simultaneously,
miarapan,face to face,
miasawa,couple,
"mibagsak, sapungan",crash,
mibagwa,prosper,
mibara,clog,
mibara,stall,
miblas,dress up,
mie,live,
mie,render,
miembro,member,
mierkules,wednesday,
migising,wake up,
migkamali,mistaken,
miglalang,creator,
miglate,welt,
miglayas,runaway,
miglintugan,scald,
migpalya,absent,
migup,drink,
mikakalabkad,blazing,
mikalait,tangle with,
mikanlapit... lub,intimate,
mikapali,enraged,
"mikapatad, mikaputul",brothers,
mikawani,split,
mikawani,separate,
milabas,past,
milabas,previous,
milabas,elapse,
milalabas,fleeting,
milayu,milayu,
milibe,swap,
"milibe, mipalit, pilibayan, pipalitan",exchange,
millionairo,millionaire,
milulupa,alike,
milulupa,identical,
milupung,huddle,
milyari,happen,
mimingat,take care,
mimwa keka,are you angry,
mimwa keka,angry to me,
mindak,sway,
mingatba,side to side,
minta,arived,
mipaburen,neglected,
"mipaintagun, mipatiempu",incidental,
"mipakirut, mengasdan",startled,
mipamulala,surprised,
mipangasawa,copulate,
mipapate,fighting,
mipasar,pass,
mipate,fighting,
mipawas,perspire,
miras,arrive,
miras (arrive),reach,
misalbag,"explode, scatter",
misapwak,born,
misasanmetung,unanimous,
mision,mission,
misionario,missionary,
misip,think,
misip,speculate,
"misip, malak",contemplate,
misterioso,mysterious,
mitabnu,meet,
mitakid,stub,
mitakid,stumble,
mitakutan,scare,
"mitalusad, magislaid",slide,
mitatalamitam,meeting/look for(at),
mitatau (flaming),ablaze,
mitau,burn,
mitipun,accumulate,
"mitipun, mipulung",convene,
"mitomba, mibulang, miragsa",fall,
mitukituki,consecutive,
mitutuki,back-to-back,
mitutundu,gising,
miyugse,spill,
momma,mimwa,
morus,"unchristian, barbarian, a person without manners",
mua,anger,
"mua, mimua",angry,
"mugmug, sagua",crumb,
mukum,"judgment, last",
mulai,run,
mulus,flood,
municipio,municipal hall,
munikala,suggest,
munisipio,tower hall,
munta,come,
"mupul, malut",harvest,
murit,lunatic,
murit,you are crazy,
"murit, muret",crazy,
mysterio,mystery,
myung,zoom,
nacha,nichole,
napun,yesterday,
naydamo,poutang-ina,
negatib,negative,
negocio,business,
"negocio, comercio",trade,
ngamu,you said,
ngamupaya,what,
ngana,he said,
ngungut,coconut,
"ninu, kaninu, kenu",whom,
nokarin,where,
"norte, paralaya",north,
nukarin,where,
nunganunga,noonga,
obat,why,
obligacion,duty,
"obligacion, katunkulan",obligation,
obligan,obligate,
"obserban, pagumasdan, magobserba, magumasid",observe,
okasion,occasion,
okupahan,occupy,
olen,marble,
oneng,but,
opicial,official,
opicina,office,
"order, yutus, utusan, mutus, morder",order,
ordinancia,ordinance,
organisacion,organization,
ornalan,installment,
ornamento,ornament,
orsabispo,archbishop,
ortelano,farmer,
ortelano,peasant,
ostia,host,
ostia,wafer,
osyu,sauce,
ot,why,
pabagya-bagya,gradual,
pabanglu,perfume,
pabanwa,pabanwa,
pabayat,something that weighs you down,
paburen,let,
padurut,spin,
"padurut, dumurut",twirl,
pag-aldoldo,daily,
"pagdependi, protekta",protect,
pagkabie,livelihood,
pagkabie,existence,
pagkalub,offering,
paglalawe,attitude,
paglokwan,paglokwan,
pagmayumu,dessert,
pagmemoria,memorize,
pagmulalan,curious,
"pagpakensia, pibatan, paburen",tolerate,
pagpaldas,weeds,
pagpaldasan,mourn,
"pagtaksilan, pagturaidulan",betray,
paguitan,margin,
paimburisan,"abandon, forsake",
paitas,soar,
"paitas, mipakde",rise,
pakabsian,satisfy,
pakabsiyan,make one eat his fill,
"pakapata, pakatudtud",anesthetic,
pakatudtud,tranquilizer,
pakawasa,refreshment,
pakdu,"shock, forced",
pakiapusan,mimic,
"pakit, palto",show,
pakyapusan,imitate,
palabud,bolo,
palague,presume,
palague lub,frank,
palak,dregs,
"palangian, langi",dry,
palatso,small ax,
palatun,plate,
palbug,to place underwater,
paldak,kick,
paldakan,to kick,
paldas,"black, black clothes for mourning",
"paldas, pamagpaldas",mourning,
palele-lele,vicinity,
paligi,"canal, ditch, gutter",
"palingapngapan, mangalingapngap",tickle,
palipitan,tweak,
"palipitan, palipit",wring,
"palitan, mipalit",switch,
palmuran,humiliate,
palmuran,curse,
"palmuran, malmura",scold,
palpipate,pugnacious,
palsalanan,indict,
palsimi,suffering,
palsingsingan,ring finger,
palsinta,romantic love,
"palual, kalualan",discharge,
palub,enclose,
paludpud,base of the bamboo tree,
paluka,beat,
pamaglaram,perjury,
pamagtangal,admiration,
pamagtiaga,perseverance,
pamakipag,adventure,
pamalsalanan,charge,
pamalsinta,your love,
pamamirait,cheating,
pamamiyalung,the act of playing,
pamananam,agriculture,
pamanyuyu,service,
pamaqkialam,intervention,
"pambihira, extraordinario",extraordinary,
pambuk,snout,
pamiabe,"living together, union",
pamiabeabe,social,
pamiagkas,spelling,
pamibiye-biye,way of life,
pamibungil,argument,
pamikaburi,engagement,
pamikaintindi,accord,
pamikakunu,alarm,
pamikamaganak,consanguinity,
pamikasundu,"agreement, contract, settlement",
pamikatagun,chance,
pamikawani,separation,
pamikontra,conflict,
pamipagsalita,conversation,
pamipamuk,"battle, war",
pamipisali,sale,
pamisabi,accord,
pamisali,sell out,
pamisanmetung,unity,
pamisanmetung,"amalgamation, merging, solidarity",
pamisulatan,correspondence,
pamitabnu,constact,
pamun,goodbye,
pamunag,sunrise,
pamuntuk,head,
pamusni,"can opener, foreword",
"pan, pan de sal, pan de sito",bun,
panabud,bolo,
panagkasan,panagkasan,
"panagkasanan, managkas",curse,
panalumduman,to search,
pananguilu,toilet paper,
"pandak, punguk",pudgy,
pandakaki,a kind of shrub,
pangadeporma,deformity,
pangaibat,afterwards,
pangalugui,loss,
pangapirake,division,
pangayatyu,presence,
pangayatyu,existence,
pangimut,"action, activity",
pangisnawa,breath,
pangmetung,singular,
pangutnan,interrogate,
"paniaplit, saplitan",goad,
panik,act of going up the stairs,
pankat,faction,
panlub,admission,
pantuk,finger wrestling,
pantyun,tomb,
panugali,character,
panugse,waste,
panupaya,"forgive, pardon",
panusigan,please,
panyabayan,panyabayan,
panyabbyanan,panyabbyanan,
panyalak,"sieve, strainer",
panyiguraduan,ensure,
"papal de lisa, or, - de liha",sandpaper,
paralaya,east,
paras,spicy hot,
"parehu, milulupa",similar,
parilla,gridiron,
parilla,grate,
paro,shrimp,
paroba,west,
"parti, departamiento",section,
pasaerus,passengers,
pasbul,gate,
pasdan,snipe,
"pasibaiwan, ulitan, yulit",repeat,
pasiknangan,sport,
pasipulai,scamper,
pasipulai,scramble,
paslan,press,
paslan,squeeze,
pasuabi,token,
patakla,prone to moving his bowel,
patalupit,bottle cap metal,
pataram,blade,
pataram,knife,
"patawan, mitau",ignite,
paten,slay,
paten,kill,
patente,patent,
patikulodyung,acacia tree,
patikulodyung,another name for the acacia tree,
patingapun,all day,
patlud,break,
patna,let-up,
patse,whenever,
patuag,bending over,
patugut,stop,
patuknangan,terminate,
patulbad,a kind of rice cake,
patus,horseshoe,
paud,yoke for a farm animal,
paugtuan,lunch,
paunacan,neice/nephew,
"paunakan, pangunakan",niece,
"pautang, kredito",credit,
pawaga,explanation,
"pawas, mipawas",sweat,
payalili,have something or someone replaced,
"payapa, taimik",peaceful,
payatras,retrogression,
pecamatas,zenith,
"pekamarok, pekamatsura",worst,
pekamasanting,best,
pekamatas,maximum,
pekamatas,supreme,
pekamayap,best,
pekapun,leader,
pekwa,game of domino,
penandit,"a moment, shortly",
penibatan,origin,
penibatan,from,
pepatagal,chased,
"perdibli, perdipli",safety pin,
periodico,magazine,
perlas,pearl,
"perwicio, mesira",damage,
"piabe-abe, piabenabayan",consolidate,
piaben,combine,
pialung,game,
pibandian,"assets, wealth",
pibandian,asset,
pibata,endure,
"pibatan, mibata",endure,
piblas,"clothes, suit",
piblas,attire,
piblasan,to dress up,
pibuburian,likable,
pigagap,earnest desire,
pigagbakacionan,resort,
pigalanggalangan,wrist,
pikailyan,a joke,
pikalukalwan,joint,
pikasunduan,mutual,
pikawanian,divide,
pikayari,deal,
"pikayari, pikasundu",settlement,
pikayasan,scrapings,
piklungan,joint,
"pikompara, piparewan",compare,
pikulatayan,trellis,
pilagarian,sawdust,
"pilatan, paguitan",space,
pildis,move slightly,
pilmi,firm,
pilualan,exit,
pilulanan,vessel,
piluluban,entrance,
pilulubluban,conscience,
piluluguran,loveable,
piluluran,spittoon,
pimpo,towel,
"pingan, pipanganan",dishes,
pingkit,slit-eyed,
pingo,a kind of saltwater fish,
pipagbuertan,turnaround,
pipalitan,interchange,
pipamialungan,playground,
pipanganan,restaurant,
pipanutangan,creditor,
pipumpunan,forefather,
pipumpunan,ancestor,
pirait,cheating,
piraitan,swindle,
piraralanan,passage,
pirat,rip,
piruya,rake,
pisabian,discuss,
pisali,sell,
pisamban,church,
pisamut,mixture,
pisanmetung,merge,
pisik,spill,
pisuk,clubfoot,
pitaid,join,
pitaklan,asshole,
pitaklan,poopy,
pitaklan,anus,
pitaklan,scrotum,
piteterakan,ballroom,
pitnan,divide,
pitsuran,visualize,
pitsuran,imagine,
piyalung,"play, sport",
pkwah,"hire, rent",
plansan,press,
plantu,stuck,
plasdan,fishpond,
plasu,deadline,
plyrd,side,
posibilidad,possibility,
posicion,position,
"potang, kabud",once,
presidyo,town hall,
sugi,priest class,
prinela,flannel,
pritil,sluice,
pucut,fishnet,
"puersa, puersan",force,
puersan,coerce,
puga,fish roe,
pugit,finish last,
"pukpukan, pulpukan",poke,
pul,"honey, molasses",
pulgatoryu,purgatory,
pulkiria,filthy,
pulkirya,slobbish,
pulpiaru,hotheaded,
"pulquero, pulqueruan",butcher,
"pulu, asta",handle,
pundamiento,fundamental,
punggul,handful,
pungus,severed,
puni,meals served during lent,
punti,break off,
puntuk,carry on top of the head,
"puputan, mapuput",suffocate,
purita,purita,
purupot,purupot,
pusad,"belly button, navel",
pusad,bellybutton,
pusitara,elope,
"pustura, posicion",posture,
pusyun,occasion,
putut,cut,
pututan,cut,
pututan,mow,
putyukan,honeybee,
puunan,capital,
puwad,thigh,
pwad,thigh,
qgeyh,rybsstrdum,
quimut,motion,
rancho,ranch,
ranco,rank,
ranup,hunger,
rapal,hurry,
rason,reason,
ratun,stillness,
rawak,"evil, wickedness",
rehabilitasyun,rehabilitation,
"reputacion, paintungulan",reputation,
"residencia, tuknangan",residence,
resistencia,resistance,
"retaso, pitabasan",remnant,
"rilis, tramo",railroad,
"rima, poecia",verse,
rirya,jealousy,
ritak,few,
roeda,ferris wheel,
rollo,scroll,
roma,rome,
romantiso,romantic,
rusia,russia,
sabagkalan,plug,
sabak,husk,
sagkan,shield,
sagkan,block,
sagmitan,seize,
sagpangan,seize,
saguiwa,raw,
saingsing,groan,
sakbit,sling,
"sakbit, sakle",strap,
"sake, saken",ride,
"saklo, suapang",greedy,
saklu,fetch water,
saklu,to fetch water,
saklungan,save,
"salabat, maslat",interfere,
salada,salad,
salada pruta,salad,
salampakan,crotch,
salangi,"come inside, enter",
"salap, panialap",strainer,
"salas, kilab",living room,
"salasan, salesen, talatag, yayus, yaregla",arrange,
salbag,spread,
"salbag, bubud",sow,
salibubang,beetle,
salikap,basket,
salimpara,ricochet,
salinku,turn,
salupil,bib,
saluput,surround,
samapluk,tamarind,
samasnan,settle,
sambitlan,cite,
"sambitlan, saglawayan, banguitan",mention,
samiento,floor,
samientuan,solidify,
samientuan,pave,
sandalia,sandal,
sandirit,propeller,
sandirit,pinwheel,
"sankanan, pamalsalanan, parsalanan, palsala, parsala",blame,
sankap,ingredient,
sanwich,sandwich,
"sapak, mitmu, masna",full,
sapatilla,washer,
sapingilan,slap,
sapni,"child, descendants",
sapua,pulp,
sarento,sergeant,
saresa,cherry,
saria,intentional,
"saya, ligaya, kusuelu",bliss,
sebalan,collided,
seis,six,
selagpian,in-law,
"selio, sello",stamp,
semestro,semester,
sensitibo,sensitive,
"sentencia, atul, sentencian",sentence,
sesen papragul,rear,
siap,chirp,
sibuk,try out,
sigui,zoom,
siklod,kneel,
sikuako,pipe,
sikuat,uppercut,
"sim, yeru, iero",shingle,
sinkilan,nudge,
sisilim,twilight,
siuala,voice,
soltero,single,
subling mie,resurrect,
submarino,submarine,
subornuan,support,
suguiran,defy,
sukad,measurement,
suklati,cocoa, 
sulapawan,airport,
sulapo,fly,
suli,problem,
suli,sprout,
suli,graft,
suli,offshoot,
sulip,downstairs,
sulparit,squirt,
"sulu, sulugui",lamp,
sulud,dress,
"sumipa, maldak, sipan, sikaran, paldakan, sipa",kick,
sumpal,cork,
"sumuyu, sumerbisyu, sumerbicio, magserbicio",serve,
sundur,resume,
sunga,gasp,
"sungul, sungulan",bribe,
sunlag,shine,
supillo,toothbrush,
susaid,suicide,
suspecha,suspicion,
suspende,suspend,
susulud,outfit,
"sut, isut",reconciliation,
tabalu,i don't know,
tabletas,tablet,
tabrete,chair,
tagkilan,touch,
tagle,nature,
taglus,proceed,
taguling,gutter,
tagumpe,success,
"tagunan, tumagun",attend,
tagusgus,slide,
"tai, itai, itungi",stitch,
taid,"lead by the hand, spur",
taiktik,stick,
taimik,"quiet, still",
tais,hone,
taisan,whetstone,
takde,sleeve,
takde,upper arm,
takdiyapo,taksiyapo,
takid,trip,
takla,defecate,
takla,stool,
taklang batwin,falling star,
takneydo,damn it,
talakad,"stand, to stand up",
talakad,arise,
"talalingap, talasaup",attendant,
talambie,biography,
talamitam,relationship,
taldawa,field,
talip,peel,
talipampan,alias,
talipan,peel,
taliri,finger,
talisain,a rooster with speckled feathers,
talnanan,knob,
talubang,butterfly,
talusad,slippery,
tambunan,bury,
tamimi,shy,
"tamnanan, tamnan, tanam",plant,
tampa,hit with the hand,
tampalingan,to slap,
tamumu,bee,
tana,us,
tanam,crop,
tandus,spear,
tandusan,spear,
tangalan,admire,
tangapan,accept,
tangapan,admit,
tanguian,decline,
tanke,stalk,
tanke,twig,
tankilikan,uphold,
tapangku,lean-to,
tapias,shard,
tapuk,"cohort, group, platoon",
taram,"blade, sharpness",
taramindu,tamarind jam,
taranati,star fruit,
tatap,winnow,
tatas,fluent,
tatio,cock,
tatyo,rooster,
tayas,whet,
teklada,piano key,
teknisa,technique,
tekuan,cup,
telegra,wire,
tenam,planted,
teoria,theory,
terak,dance,
terakan,ball,
tiani,tweezers,
tiba,bake,
tibukbuk,hood,
tidwa,"by twos, double",
tikal,fatigue,
tiltilan,dip,
timbabalak,lizard,
timbu,slim bamboo,
timbu,reed,
timbulan,flotation device,
timiran,press,
tindaragul,big toe,
"tinud, makaustu",proper,
"tipak, katigkal",chunk,
tiradol,slingshot,
miyabe,together,
tornillo,screw,
trambia,streetcar,
trambia,tram,
tramo,track,
tres,three,
tresurera,treasurer,
trinidad,trinity,
"trisyunan, pagtraidulan",doublecross,
tsura,ugly,
tudtud,sleep,
tudturan,bed,
tugak,frog,
tuglung,connect,
tuknang,stay,
tuknang,quit,
tuknang,live,
tuknang,cease,
tuknangan,address,
"tulauk, magtokokok",crow,
tulud,leaflet,
"tumali, mibangun",rise,
tumumbo,protrude,
tundun,nape,
tunggal,"alone, sole",
tunguen,treat,
turaidul,treacherous,
turak,ugly,
turopa,haystack,
turwanan,teach,
ualis,buttonhole,
ubad,nude,
"ubad, lubas",naked,
ubat,tinder,
udyuran,scrub,
ugtu,lunch,
ula,prophecy,
"ula, paula-ula",conjecture,
"ulan, manula, ula",guess,
ulas,blanket,
ulilla,orphan,
ulip,mend,
umbaw,umbaw,
unias,pick,
urud,haircut,
ustu,just,
"ustu, makabague",fit,
uyat,"root, vein",
venue,venue,
"wacat, paludpud",roots of tree,
wali,youngest sibling,
wantis,glove,
wapin,yes,
"ware - as in ""aku ware"" (more accurately)",rather,
watas,poet,
ya,he,
yabe,include,
yaklung,bend,
"yakmul, makmul",swallow,
yalis,move,
yambag,donate,
yamu,yamu,
"yandug, yampang, iparikil",dedicate,
yatsa,throw,
yatu,earth,
yeng,respect him,
yornu,bake,
yubu,glory,
yugse,dump,
yutus,direct,
"kabud-abud, gulping-gulpi, alang ketunan-tunan",suddenly,
"matuang panaun, minungang panaun",ancient,